ID,Mass
E_2_12_5,74.01966
E_2_12_6,73.09402
E_2_12_7,83.13282
E_2_12_8,89.99306
E_2_12_9,82.33724
E_2_12_10,98.76514
E_2_12_11,99.53746
E_2_12_12,120.75305
E_2_12_13,101.40116
E_2_12_14,115.91526
E_2_12_15,101.60494
E_2_12_16,100.5701
E_2_12_17,115.2464
E_2_12_18,104.53176
E_2_12_19,97.10452
E_2_12_20,103.99884
E_2_12_21,548.1
E_2_13_1,226.492
E_2_13_2,150.89605
E_2_13_3,124.61105
E_2_13_4,120.83385
E_2_13_5,130.04265
E_2_13_6,143.33495
E_2_13_7,122.88725
E_2_13_8,152.88475
E_2_13_9,133.58455
E_2_13_10,139.84435
E_2_13_11,127.80935
E_2_13_12,131.6861
E_2_13_13,144.5531
E_2_13_14,144.48985
E_2_13_15,122.25985
E_2_13_16,128.22275
E_2_13_17,125.55295
E_2_13_18,140.90545
E_2_13_19,138.34375
E_2_13_20,121.52785
E_2_13_21,484.9
E_2_14_1,96.22078
E_2_14_2,79.78818
E_2_14_3,91.32838
E_2_14_4,91.09106
E_2_14_5,74.82276
E_2_14_6,86.81032
E_2_14_7,78.06612
E_2_14_8,105.1661
E_2_14_9,99.52608
E_2_14_10,98.53712
E_2_14_11,100.37472
E_2_14_12,111.35722
E_2_14_13,87.62636
E_2_14_14,105.3756
E_2_14_15,121.01635
E_2_14_16,98.28704
E_2_14_17,113.41562
E_2_14_18,128.66875
E_2_14_19,107.14276
E_2_14_20,101.3471
E_2_14_21,654.5
E_2_15_1,201.83745
E_2_15_2,138.44705
E_2_15_3,130.9153
E_2_15_4,135.77885
E_2_15_5,132.22975
E_2_15_6,131.8734
E_2_15_7,125.67365
E_2_15_8,124.7655
E_2_15_9,130.3651
E_2_15_10,134.26005
E_2_15_11,132.57295
E_2_15_12,119.87426
E_2_15_13,133.20125
E_2_15_14,126.9878
E_2_15_15,129.84835
E_2_15_16,119.77228
E_2_15_17,151.86585
E_2_15_18,110.02526
E_2_15_19,119..22088
E_2_15_20,99.76682
E_2_15_21,360.717
E_blank,4.76136
E_blank,4.83311
E_blank,4.82369
E_blank,4.83457
E_blank,4.8659
E_blank,4.93233
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
E_blank,
